TargetLeaf	ClosestLeaf	BranchLength	State
WP_008385194_1	WP_020185304_1	0.27740	pruned
WP_008393521_1	WP_009291158_1	0.21156	pruned
WP_008397931_1	WP_006566048_1	0.19242	pruned
WP_008400732_1	WP_009291158_1	0.59372	pruned
WP_008406351_1	WP_004228070_1	0.10908	pruned
WP_008412185_1	WP_011879281_1	0.18218	pruned
WP_008450344_1	WP_004368910_1	0.13611	pruned
WP_008485106_1	WP_003285784_1	0.32501	pruned
WP_008487953_1	WP_011234024_1	0.28282	pruned
WP_008493537_1	WP_007004097_1	0.39285	pruned
WP_008509145_1	WP_012780869_1	0.12395	pruned
WP_008515748_1	WP_014810556_1	0.61971	pruned
WP_008517334_1	WP_015467593_1	0.56277	pruned
WP_008522483_1	WP_009165504_1	0.44693	pruned
WP_008537943_1	WP_005931378_1	0.30661	pruned
WP_008544900_1	WP_014953185_1	0.15436	pruned
WP_008559407_1	WP_009571351_1	0.12512	pruned
WP_008587140_1	WP_014644232_1	0.11655	pruned
WP_008602527_1	WP_014892440_1	0.45566	pruned
WP_008612698_1	WP_002981534_1	0.41067	pruned
WP_008619594_1	WP_018711446_1	0.10609	pruned
WP_008633970_1	WP_003049097_1	0.08006	pruned
WP_008635873_1	WP_013869017_1	0.17046	pruned
WP_008669997_1	WP_005939908_1	0.07229	pruned
WP_008680168_1	WP_017352827_1	0.12165	pruned
WP_008682452_1	WP_015939221_1	0.09731	pruned
WP_008690626_1	WP_004800932_1	0.14301	pruned
WP_008695490_1	WP_011123706_1	0.13963	pruned
WP_008717656_1	WP_007859890_1	0.14535	pruned
WP_008721464_1	WP_014625633_1	0.51089	pruned
WP_008736794_1	WP_014994289_1	0.15957	pruned
WP_008754769_1	WP_015560170_1	0.18345	pruned
WP_008773753_1	WP_010800546_1	0.12543	pruned
WP_008789840_1	WP_003538158_1	0.65815	pruned
WP_008790070_1	WP_009300238_1	0.18521	pruned
WP_008803328_1	WP_005959434_1	0.25165	pruned
WP_008811773_1	WP_005435758_1	0.40954	pruned
WP_008826681_1	WP_014457842_1	0.26965	pruned
WP_008828700_1	WP_007010943_1	0.08396	pruned
WP_008838077_1	WP_019173446_1	0.10307	pruned
WP_008845513_1	WP_007988505_1	0.12509	pruned
WP_008851226_1	WP_007281890_1	0.11811	pruned
WP_008853816_1	WP_018979331_1	0.40216	pruned
WP_008859277_1	WP_007069454_1	0.14183	pruned
WP_008862829_1	WP_009318528_1	0.27926	pruned
WP_008865480_1	WP_010228624_1	0.19907	pruned
WP_008867533_1	WP_008992249_1	0.15190	pruned
WP_008869961_1	WP_015775386_1	0.35836	pruned
WP_008880286_1	WP_003349427_1	0.11984	pruned
WP_008886230_1	WP_009505138_1	0.07491	pruned
WP_008891173_1	WP_007089466_1	0.11244	pruned
WP_008898112_1	WP_016957911_1	0.40619	pruned
WP_008901259_1	WP_009221911_1	0.42132	pruned
WP_008906023_1	WP_010104552_1	0.10453	pruned
WP_008908248_1	WP_013781097_1	0.32090	pruned
WP_008933030_1	WP_018953139_1	0.24196	pruned
WP_008943592_1	WP_011389638_1	0.38127	pruned
WP_008953154_1	WP_017506990_1	0.08091	pruned
WP_008968874_1	WP_011926976_1	0.08724	pruned
WP_008992249_1	WP_008867533_1	0.15190	pruned
WP_008994128_1	WP_007010943_1	0.10055	pruned
WP_009003770_1	WP_004075159_1	0.24801	pruned
WP_009015812_1	WP_012938307_1	0.17853	pruned
WP_009020418_1	WP_009470590_1	0.23905	pruned
WP_009022865_1	WP_008294844_1	0.07716	pruned
WP_009040384_1	WP_009291773_1	0.11391	pruned
WP_009053203_1	WP_014020650_1	0.12833	pruned
WP_009059526_1	WP_012462654_1	0.21187	pruned
WP_009060126_1	WP_013787399_1	0.21331	pruned
WP_009065004_1	WP_009325828_1	0.38892	pruned
WP_009074732_1	WP_012021610_1	0.50521	pruned
WP_009097443_1	WP_011123706_1	0.12728	pruned
WP_009100533_1	WP_016914845_1	0.22832	pruned
WP_009110385_1	WP_005996293_1	0.09387	pruned
WP_009119589_1	WP_019958153_1	0.13848	pruned
WP_009128983_1	WP_016662452_1	0.10357	pruned
WP_009132890_1	WP_018694619_1	0.18613	pruned
WP_009137806_1	WP_013612491_1	0.14705	pruned
WP_009138354_1	WP_012799083_1	0.17773	pruned
WP_009144264_1	WP_005435758_1	0.41596	pruned
WP_009145823_1	WP_012938307_1	0.33007	pruned
WP_009148420_1	WP_005222603_1	0.23072	pruned
WP_009156071_1	WP_015787507_1	0.11109	pruned
WP_009158928_1	WP_009830091_1	0.16257	pruned
WP_009165504_1	WP_008522483_1	0.44693	pruned
WP_009166928_1	WP_014081827_1	0.10431	pruned
WP_009172488_1	WP_002582106_1	0.08979	pruned
WP_009183351_1	WP_014772321_1	0.11711	pruned
WP_009194168_1	WP_009578737_1	0.24321	pruned
WP_009201525_1	WP_014806329_1	0.22502	pruned
WP_009203741_1	WP_015568345_1	0.11668	pruned
WP_009205612_1	WP_011480130_1	0.33567	pruned
WP_009209507_1	WP_019995208_1	0.15197	pruned
WP_009213337_1	WP_005872178_1	0.12666	pruned
WP_009217902_1	WP_006842055_1	0.26228	pruned
WP_009221911_1	WP_004819200_1	0.26776	pruned
WP_009224970_1	WP_019914347_1	0.11453	pruned
WP_009228009_1	WP_009230900_1	0.17491	pruned
WP_009230900_1	WP_006952506_1	0.15696	pruned
WP_009245834_1	WP_006428457_1	0.15010	pruned
WP_009246310_1	WP_018596466_1	0.45759	pruned
WP_009251089_1	WP_005346694_1	0.18209	pruned
WP_009252897_1	WP_016290583_1	0.32932	pruned
WP_009268049_1	WP_004075159_1	0.26585	pruned
WP_009277920_1	WP_013251237_1	0.21237	pruned
WP_009285777_1	WP_019988529_1	0.11402	pruned
WP_009291158_1	WP_008393521_1	0.21156	pruned
WP_009291773_1	WP_009040384_1	0.11391	pruned
WP_009300238_1	WP_004608732_1	0.16273	pruned
WP_009306906_1	WP_013980860_1	0.07362	pruned
WP_009318528_1	WP_008862829_1	0.27926	pruned
WP_009325828_1	WP_006873998_1	0.35356	pruned
WP_009331813_1	WP_019242989_1	0.10976	pruned
WP_009347172_1	WP_018462457_1	0.14677	pruned
WP_009349678_1	WP_009729211_1	0.07134	pruned
WP_009354014_1	WP_006554913_1	0.16003	pruned
WP_009360264_1	WP_013695702_1	0.47142	pruned
WP_009369646_1	WP_007392004_1	0.34577	pruned
WP_009383031_1	WP_017547908_1	0.18734	pruned
WP_009385762_1	WP_017003245_1	0.08049	pruned
WP_009408921_1	WP_005962116_1	0.09882	pruned
WP_009416407_1	WP_018279694_1	0.17810	pruned
WP_009425846_1	WP_004284196_1	0.09391	pruned
WP_009432153_1	WP_018359717_1	0.14805	pruned
WP_009437102_1	WP_013702451_1	0.24785	pruned
WP_009448015_1	WP_002838409_1	0.39948	pruned
WP_009452481_1	WP_007006686_1	0.08160	pruned
WP_009453935_1	WP_002766621_1	0.20300	pruned
WP_009456510_1	WP_013742730_1	0.15107	pruned
WP_009463209_1	WP_009209507_1	0.33872	pruned
WP_009470590_1	WP_009020418_1	0.23905	pruned
WP_009482533_1	WP_006502768_1	0.18447	pruned
WP_009488850_1	WP_016174565_1	0.15640	pruned
WP_009491175_1	WP_019400288_1	0.19381	pruned
WP_009495449_1	WP_006845079_1	0.14655	pruned
WP_009498256_1	WP_006828476_1	0.18549	pruned
WP_009505138_1	WP_008886230_1	0.07491	pruned
WP_009511741_1	WP_012375522_1	0.29281	pruned
WP_009519130_1	WP_006296021_1	0.10922	pruned
WP_009521160_1	WP_006160204_1	0.11756	pruned
WP_009524957_1	WP_005366774_1	0.14877	pruned
WP_009541611_1	WP_011389638_1	0.29083	pruned
WP_009547552_1	WP_007307648_1	0.14073	pruned
WP_009548685_1	WP_014253290_1	0.41410	pruned
WP_009553119_1	WP_003688102_1	0.11130	pruned
WP_009571351_1	WP_008559407_1	0.12512	pruned
WP_009576254_1	WP_009470590_1	0.26708	pruned
WP_009578737_1	WP_009194168_1	0.24321	pruned
WP_009603725_1	WP_013045076_1	0.38286	pruned
WP_009623617_1	WP_007787475_1	0.12573	pruned
WP_009626808_1	WP_019499324_1	0.25802	pruned
WP_009630242_1	WP_015154802_1	0.18029	pruned
WP_009634612_1	WP_012764480_1	0.08829	pruned
WP_009644660_1	WP_005999372_1	0.49123	pruned
WP_009650914_1	WP_012140455_1	0.12120	pruned
WP_009661124_1	WP_004697384_1	0.11878	pruned
WP_009665342_1	WP_011871596_1	0.12281	pruned
WP_009669556_1	WP_007225967_1	0.20577	pruned
WP_009674533_1	WP_013914029_1	0.14376	pruned
WP_009677741_1	WP_018177548_1	0.14929	pruned
WP_009710287_1	WP_018132102_1	0.27729	pruned
WP_009727002_1	WP_008291525_1	0.48521	pruned
WP_009729211_1	WP_009349678_1	0.07134	pruned
WP_009741975_1	WP_018634635_1	0.17722	pruned
WP_009746293_1	WP_018279694_1	0.22631	pruned
WP_009750381_1	WP_006548856_1	0.06835	pruned
WP_009760237_1	WP_006934372_1	0.07677	pruned
WP_009767591_1	WP_007116104_1	0.11808	pruned
WP_009769321_1	WP_011142119_1	0.30815	pruned
WP_009777720_1	WP_010851223_1	0.16442	pruned
WP_009779211_1	WP_013621740_1	0.14415	pruned
WP_009785204_1	WP_017298613_1	0.33158	pruned
WP_009788708_1	WP_007099219_1	0.14135	pruned
WP_009799818_1	WP_011510240_1	0.09969	pruned
WP_009800925_1	WP_019961828_1	0.28296	pruned
WP_009804850_1	WP_010139515_1	0.15937	pruned
WP_009815305_1	WP_014874256_1	0.15317	pruned
WP_009819151_1	WP_007814967_1	0.14888	pruned
WP_009824746_1	WP_013962264_1	0.11661	pruned
WP_009830091_1	WP_009158928_1	0.16257	pruned
WP_009832455_1	WP_013660353_1	0.10429	pruned
WP_009837478_1	WP_010560758_1	0.18266	pruned
WP_009847644_1	WP_004401311_1	0.08913	pruned
WP_009849325_1	WP_012682790_1	0.80271	pruned
WP_009853108_1	WP_008107589_1	0.45039	pruned
WP_009857689_1	WP_019559578_1	0.11880	pruned
WP_009884000_1	WP_019159118_1	0.27822	pruned
WP_009898301_1	WP_018591748_1	0.12197	pruned
WP_009962415_1	WP_012419892_1	0.40297	pruned
WP_009992342_1	WP_012717497_1	0.08616	pruned
WP_010001698_1	WP_010007448_1	0.13780	pruned
WP_010007448_1	WP_010690443_1	0.10986	pruned
WP_010020481_1	WP_010624208_1	0.09746	pruned
WP_010021867_1	WP_009166928_1	0.13927	pruned
WP_010024334_1	WP_010631933_1	0.14065	pruned
WP_010048178_1	WP_020471113_1	0.32473	pruned
WP_010051629_1	WP_010753173_1	0.13506	pruned
WP_010064404_1	WP_012382158_1	0.10108	pruned
WP_010074718_1	WP_010294244_1	0.24980	pruned
WP_010079332_1	WP_010142966_1	0.22799	pruned
WP_010098438_1	WP_019377628_1	0.08158	pruned
WP_010104552_1	WP_008906023_1	0.10453	pruned
WP_010127075_1	WP_016744074_1	0.19120	pruned
WP_010131500_1	WP_020411731_1	0.10984	pruned
WP_010135047_1	WP_007094957_1	0.16629	pruned
WP_010139515_1	WP_013067439_1	0.13947	pruned
WP_010142966_1	WP_010079332_1	0.22799	pruned
WP_010148061_1	WP_012802179_1	0.25604	pruned
WP_010156508_1	WP_017885186_1	0.11185	pruned
WP_010175283_1	WP_006838607_1	0.09125	pruned
WP_010178636_1	WP_006004653_1	0.19507	pruned
WP_010185807_1	WP_010217150_1	0.10626	pruned
WP_010187392_1	WP_018119032_1	0.10839	pruned
WP_010196826_1	WP_010676550_1	0.13187	pruned
WP_010205961_1	WP_011186468_1	0.25389	pruned
WP_010217150_1	WP_010185807_1	0.10626	pruned
WP_010228624_1	WP_008239499_1	0.18148	pruned
WP_010231826_1	WP_015506098_1	0.08230	pruned
WP_010236802_1	WP_015616697_1	0.09215	pruned
WP_010237927_1	WP_010413663_1	0.08300	pruned
WP_010242933_1	WP_013673090_1	0.17994	pruned
WP_010244980_1	WP_005955797_1	0.12343	pruned
WP_010248571_1	WP_009634612_1	0.10202	pruned
WP_010251606_1	WP_014254471_1	0.07662	pruned
WP_010251775_1	WP_002987478_1	0.12093	pruned
WP_010267294_1	WP_020441614_1	0.19864	pruned
WP_010267596_1	WP_011450798_1	0.55292	pruned
WP_010272955_1	WP_012772183_1	0.12460	pruned
WP_010279666_1	WP_018838367_1	0.12802	pruned
WP_010294244_1	WP_017416739_1	0.12632	pruned
WP_010297130_1	WP_012522300_1	0.63528	pruned
WP_010306798_1	WP_004228070_1	0.23026	pruned
WP_010309687_1	WP_020672214_1	0.17559	pruned
WP_010313534_1	WP_006911418_1	0.11028	pruned
WP_010316291_1	WP_017976586_1	0.20992	pruned
WP_010343432_1	WP_005992419_1	0.14737	pruned
WP_010356120_1	WP_019073613_1	0.10080	pruned
WP_010362212_1	WP_010386748_1	0.10538	pruned
WP_010386748_1	WP_010362212_1	0.10538	pruned
WP_010394821_1	WP_010139515_1	0.23763	pruned
WP_010406732_1	WP_011256320_1	0.19161	pruned
WP_010413663_1	WP_010237927_1	0.08300	pruned
WP_010440487_1	WP_005637443_1	0.09616	pruned
WP_010454299_1	WP_019000885_1	0.13527	pruned
WP_010475031_1	WP_006518873_1	0.31874	pruned
WP_010479615_1	WP_014013054_1	0.08001	pruned
WP_010486797_1	WP_015277580_1	0.11157	pruned
WP_010519242_1	WP_013621740_1	0.14808	pruned
WP_010521662_1	WP_019386296_1	0.16281	pruned
WP_010524432_1	WP_005274590_1	0.36511	pruned
WP_010527077_1	WP_010663191_1	0.10790	pruned
WP_010532163_1	WP_019377628_1	0.13110	pruned
WP_010534314_1	WP_010551095_1	0.20797	pruned
WP_010542383_1	WP_017836405_1	0.07005	pruned
WP_010548567_1	WP_009576254_1	0.39546	pruned
WP_010551095_1	WP_010534314_1	0.20797	pruned
WP_010560758_1	WP_009837478_1	0.18266	pruned
WP_010569961_1	WP_002177762_1	0.20369	pruned
WP_010580758_1	WP_009553119_1	0.11344	pruned
WP_010581772_1	WP_013110858_1	0.21712	pruned
WP_010599480_1	WP_013663648_1	0.20353	pruned
WP_010620582_1	WP_013728117_1	0.10841	pruned
WP_010622899_1	WP_014215048_1	0.12526	pruned
WP_010624208_1	WP_010020481_1	0.09746	pruned
WP_010630103_1	WP_013333505_1	0.09290	pruned
WP_010631933_1	WP_010024334_1	0.14065	pruned
WP_010642199_1	WP_004872654_1	0.23198	pruned
WP_010654442_1	WP_019234315_1	0.11814	pruned
WP_010663191_1	WP_010527077_1	0.10790	pruned
WP_010667837_1	WP_019090184_1	0.19500	pruned
WP_010676550_1	WP_010196826_1	0.13187	pruned
WP_010690443_1	WP_010007448_1	0.10986	pruned
WP_010692310_1	WP_016518453_1	0.26618	pruned
WP_010753173_1	WP_010051629_1	0.13506	pruned
WP_010781117_1	WP_013773781_1	0.14306	pruned
WP_010800546_1	WP_008773753_1	0.12543	pruned
WP_010839710_1	WP_015889582_1	0.16136	pruned
WP_010851223_1	WP_009777720_1	0.16442	pruned
WP_010874230_1	WP_004161573_1	0.26601	pruned
WP_010880276_1	WP_008286448_1	0.27217	pruned
WP_010882261_1	WP_016518453_1	0.21390	pruned
WP_010886009_1	WP_011011328_1	0.11080	pruned
WP_010889260_1	WP_014683413_1	0.14805	pruned
WP_010899685_1	WP_011247859_1	0.10992	pruned
WP_010931839_1	WP_011358684_1	0.22247	pruned
WP_010933619_1	WP_006843011_1	0.27327	pruned
WP_010937629_1	WP_011366442_1	0.21588	pruned
WP_010942923_1	WP_004513248_1	0.13171	pruned
WP_010944486_1	WP_006253064_1	0.11183	pruned
WP_010961736_1	WP_015005840_1	0.46526	pruned
WP_010964032_1	WP_013240509_1	0.27230	pruned
WP_010979231_1	WP_011278212_1	0.40864	pruned
WP_010997688_1	WP_015111363_1	0.09447	pruned
WP_011006915_1	WP_006344532_1	0.08280	pruned
WP_011011328_1	WP_010886009_1	0.11080	pruned
WP_011025955_1	WP_013150542_1	0.07898	pruned
WP_011034744_1	WP_011499724_1	0.37861	pruned
WP_011044842_1	WP_019028520_1	0.10925	pruned
WP_011053918_1	WP_014499555_1	0.23112	pruned
WP_011056505_1	WP_017715135_1	0.39813	pruned
WP_011070157_1	WP_014354185_1	0.26003	pruned
WP_011075256_1	WP_015400396_1	0.19107	pruned
WP_011091492_1	WP_011672645_1	0.54432	pruned
WP_011096730_1	WP_011186468_1	0.66592	pruned
WP_011098690_1	WP_003360473_1	0.19938	pruned
WP_011111649_1	WP_011635450_1	0.08865	pruned
WP_011115473_1	WP_014666316_1	0.11561	pruned
WP_011123706_1	WP_009097443_1	0.12728	pruned
WP_011124390_1	WP_012194783_1	0.24102	pruned
WP_011126231_1	WP_011457608_1	0.40739	pruned
WP_011126446_1	WP_013516490_1	0.34234	pruned
WP_011131447_1	WP_006854091_1	0.17135	pruned
WP_011139330_1	WP_006802005_1	0.26738	pruned
WP_011142119_1	WP_009769321_1	0.30815	pruned
WP_011174693_1	WP_006341696_1	0.42208	pruned
WP_011179273_1	WP_006925441_1	0.09311	pruned
WP_011180501_1	WP_006925441_1	0.09678	pruned
WP_011186468_1	WP_010205961_1	0.25389	pruned
WP_011194384_1	WP_013163097_1	0.61306	pruned
WP_011234024_1	WP_007419719_1	0.24809	pruned
WP_011239304_1	WP_004359526_1	0.17498	pruned
WP_011243198_1	WP_011056505_1	0.49153	pruned
WP_011247859_1	WP_010899685_1	0.10992	pruned
WP_011255615_1	WP_011304604_1	0.19998	pruned
WP_011256320_1	WP_006280017_1	0.18556	pruned
WP_011273912_1	WP_013888958_1	0.16166	pruned
WP_011278212_1	WP_010979231_1	0.40864	pruned
WP_011288099_1	WP_015767765_1	0.18180	pruned
WP_011290875_1	WP_017619926_1	0.20431	pruned
WP_011294208_1	WP_011131447_1	0.27417	pruned
WP_011304604_1	WP_006010553_1	0.10229	pruned
WP_011327438_1	WP_016709778_1	0.09516	pruned
WP_011340953_1	WP_020676552_1	0.24390	pruned
WP_011343232_1	WP_013276601_1	0.31563	pruned
WP_011358684_1	WP_011890848_1	0.10609	pruned
WP_011361393_1	WP_012509320_1	0.12361	pruned
WP_011366442_1	WP_010937629_1	0.21588	pruned
WP_011370683_1	WP_019896374_1	0.14764	pruned
WP_011373615_1	WP_008335292_1	0.09098	pruned
WP_011380572_1	WP_004176850_1	0.12233	pruned
WP_011384228_1	WP_002729929_1	0.16026	pruned
WP_011389638_1	WP_014413884_1	0.16178	pruned
WP_011391810_1	WP_013121532_1	0.35924	pruned
WP_011395776_1	WP_020408268_1	0.15567	pruned
WP_011403552_1	WP_014066727_1	0.47126	pruned
WP_011412718_1	WP_012358673_1	0.26733	pruned
WP_011414076_1	WP_010237927_1	0.20432	pruned
WP_011416581_1	WP_011696954_1	0.55335	pruned
WP_011420698_1	WP_012096951_1	0.15699	pruned
WP_011431347_1	WP_011434092_1	0.07256	pruned
WP_011434092_1	WP_011431347_1	0.07256	pruned
WP_011441665_1	WP_011664023_1	0.17230	pruned
WP_011445867_1	WP_008066084_1	0.09790	pruned
WP_011450798_1	WP_010267596_1	0.55292	pruned
WP_011454919_1	WP_015499891_1	0.18110	pruned
WP_011457608_1	WP_006344532_1	0.08975	pruned
WP_011464934_1	WP_011484093_1	0.12415	pruned
WP_011467727_1	WP_007229014_1	0.26416	pruned
WP_011472931_1	WP_011510240_1	0.24374	pruned
WP_011480130_1	WP_020181611_1	0.19421	pruned
WP_011484093_1	WP_011800592_1	0.08030	pruned
WP_011495642_1	WP_011759152_1	0.15485	pruned
WP_011499724_1	WP_015053199_1	0.26842	pruned
WP_011505927_1	WP_019017087_1	0.17118	pruned
WP_011510240_1	WP_009799818_1	0.09969	pruned
WP_011514190_1	WP_019673705_1	0.16601	pruned
WP_011515956_1	WP_020202749_1	0.45236	pruned
WP_011520409_1	WP_013975603_1	0.30802	pruned
WP_011521875_1	WP_012680701_1	0.35162	pruned
WP_011526174_1	WP_005025332_1	0.26096	pruned
WP_011529155_1	WP_012691922_1	0.17687	pruned
WP_011540835_1	WP_017672565_1	0.24731	pruned
WP_011563897_1	WP_015442878_1	0.70236	pruned
WP_011580970_1	WP_009452481_1	0.17866	pruned
WP_011588447_1	WP_014994289_1	0.16283	pruned
WP_011612331_1	WP_007352928_1	0.22368	pruned
WP_011629577_1	WP_018718346_1	0.31381	pruned
WP_011631888_1	WP_007004097_1	0.27751	pruned
WP_011635450_1	WP_011111649_1	0.08865	pruned
WP_011639733_1	WP_013176004_1	0.40092	pruned
WP_011646980_1	WP_018147202_1	0.28727	pruned
WP_011664023_1	WP_011926976_1	0.16962	pruned
WP_011667439_1	WP_010620582_1	0.13678	pruned
WP_011672645_1	WP_013877990_1	0.41535	pruned
WP_011686088_1	WP_020719557_1	0.38449	pruned
WP_011696954_1	WP_011416581_1	0.55335	pruned
WP_011710666_1	WP_013073237_1	0.10931	pruned
WP_011713221_1	WP_013506717_1	0.44282	pruned
WP_011720744_1	WP_020576126_1	0.31718	pruned
WP_011735545_1	WP_012470074_1	0.11935	pruned
WP_011737752_1	WP_011929727_1	0.15960	pruned
WP_011744130_1	WP_012509320_1	0.15455	pruned
WP_011754400_1	WP_017936182_1	0.21858	pruned
WP_011759152_1	WP_012154439_1	0.12035	pruned
WP_011800592_1	WP_011484093_1	0.08030	pruned
WP_011810392_1	WP_010104552_1	0.10866	pruned
WP_011814226_1	WP_018718346_1	0.50442	pruned
WP_011819560_1	WP_012007014_1	0.12974	pruned
WP_011822077_1	WP_014027470_1	0.60153	pruned
WP_011830430_1	WP_012346205_1	0.11317	pruned
WP_011839556_1	WP_012609107_1	0.31493	pruned
WP_011871596_1	WP_009665342_1	0.12281	pruned
WP_011876530_1	WP_011879281_1	0.10260	pruned
WP_011879281_1	WP_011876530_1	0.10260	pruned
WP_011890848_1	WP_011358684_1	0.10609	pruned
WP_011907973_1	WP_008031263_1	0.19294	pruned
WP_011926976_1	WP_008968874_1	0.08724	pruned
WP_011929727_1	WP_011737752_1	0.15960	pruned
WP_011938675_1	WP_015721759_1	0.11373	pruned
WP_011963441_1	WP_014084998_1	0.14981	pruned
WP_011979776_1	WP_008245905_1	0.08846	pruned
WP_011990960_1	WP_012660900_1	0.17250	pruned
WP_011994852_1	WP_012579553_1	0.18163	pruned
WP_011996523_1	WP_007352636_1	0.81102	pruned
WP_011997616_1	WP_015942420_1	0.32525	pruned
WP_012007014_1	WP_011819560_1	0.12974	pruned
WP_012021610_1	WP_013737165_1	0.31795	pruned
WP_012022474_1	WP_016989305_1	0.10089	pruned
WP_012030705_1	WP_006986294_1	0.33300	pruned
WP_012051840_1	WP_007946561_1	0.33433	pruned
WP_012056412_1	WP_012579553_1	0.11926	pruned
WP_012064658_1	WP_012158832_1	0.20370	pruned
WP_012066194_1	WP_013998814_1	0.19008	pruned
WP_012069013_1	WP_013660353_1	0.12618	pruned
WP_012083026_1	WP_015901785_1	0.27274	pruned
WP_012084587_1	WP_012784451_1	0.42860	pruned
WP_012096951_1	WP_011420698_1	0.15699	pruned
WP_012103711_1	WP_013240509_1	0.12603	pruned
WP_012112072_1	WP_020398923_1	0.35471	pruned
WP_012116258_1	WP_012171585_1	0.15089	pruned
WP_012123150_1	WP_011839556_1	0.70548	pruned
WP_012140455_1	WP_009650914_1	0.12120	pruned
WP_012141637_1	WP_012154439_1	0.09151	pruned
WP_012148084_1	WP_013136749_1	0.13086	pruned
WP_012154439_1	WP_012141637_1	0.09151	pruned
WP_012158832_1	WP_012064658_1	0.20370	pruned
WP_012171585_1	WP_012116258_1	0.15089	pruned
WP_012173768_1	WP_015947526_1	0.51582	pruned
WP_012178813_1	WP_008183718_1	0.19734	pruned
WP_012194783_1	WP_011124390_1	0.24102	pruned
WP_012201009_1	WP_012992768_1	0.58111	pruned
WP_012209512_1	WP_014297302_1	0.31617	pruned
WP_012225559_1	WP_014104576_1	0.14950	pruned
WP_012240306_1	WP_008193093_1	0.75316	pruned
WP_012242354_1	WP_008826681_1	0.42884	pruned
WP_012281796_1	WP_013121532_1	0.42036	pruned
WP_012282687_1	WP_013810775_1	0.24965	pruned
WP_012286791_1	WP_013079093_1	0.13088	pruned
WP_012301459_1	WP_015739585_1	0.56544	pruned
WP_012305714_1	WP_015133244_1	0.10954	pruned
WP_012310248_1	WP_015733697_1	0.94863	pruned
WP_012346205_1	WP_011830430_1	0.11317	pruned
WP_012352460_1	WP_006160204_1	0.07951	pruned
WP_012357859_1	WP_014617391_1	0.21310	pruned
WP_012358673_1	WP_011412718_1	0.26733	pruned
WP_012359841_1	WP_013888958_1	0.23351	pruned
WP_012375522_1	WP_009511741_1	0.29281	pruned
WP_012382158_1	WP_010064404_1	0.10108	pruned
WP_012384460_1	WP_012589557_1	0.19930	pruned
WP_012409888_1	WP_015128388_1	0.07590	pruned
WP_012414542_1	WP_008193093_1	1.02134	pruned
WP_012419892_1	WP_012420224_1	0.39398	pruned
WP_012420224_1	WP_012419892_1	0.39398	pruned
WP_012422107_1	WP_004790323_1	0.11698	pruned
WP_012448439_1	WP_016483527_1	0.60109	pruned
WP_012459730_1	WP_012674249_1	0.11076	pruned
WP_012462654_1	WP_009059526_1	0.21187	pruned
WP_012470074_1	WP_011735545_1	0.11935	pruned
WP_012472363_1	WP_012840800_1	0.77063	pruned
WP_012473769_1	WP_012504872_1	0.16872	pruned
WP_012499596_1	WP_012504872_1	0.20863	pruned
WP_012504872_1	WP_012473769_1	0.16872	pruned
WP_012509320_1	WP_011361393_1	0.12361	pruned
WP_012514294_1	WP_015419829_1	0.09644	pruned
WP_012522300_1	WP_012286791_1	0.21576	pruned
WP_012544256_1	WP_018963343_1	0.15957	pruned
WP_012546738_1	WP_008193093_1	0.63329	pruned
WP_012563431_1	WP_002711648_1	0.12425	pruned
WP_012565357_1	WP_014199714_1	0.30822	pruned
WP_012572575_1	WP_014013054_1	0.09543	pruned
WP_012573268_1	WP_013444565_1	0.32379	pruned
WP_012576010_1	WP_003349427_1	0.15230	pruned
WP_012579553_1	WP_012056412_1	0.11926	pruned
WP_012583776_1	WP_012675524_1	0.61620	pruned
WP_012589557_1	WP_012384460_1	0.19930	pruned
WP_012595010_1	WP_008274195_1	0.17168	pruned
WP_012609107_1	WP_013562564_1	0.14535	pruned
WP_012628870_1	WP_015173646_1	0.27764	pruned
WP_012636511_1	WP_013405384_1	0.23248	pruned
WP_012642038_1	WP_012872148_1	0.49029	pruned
WP_012651367_1	WP_007628686_1	0.13054	pruned
WP_012656433_1	WP_016424544_1	0.16053	pruned
WP_012660900_1	WP_011990960_1	0.17250	pruned
WP_012674249_1	WP_012459730_1	0.11076	pruned
WP_012675524_1	WP_012674249_1	0.27265	pruned
WP_012680701_1	WP_020709434_1	0.22065	pruned
WP_012682790_1	WP_011142119_1	0.71661	pruned
WP_012691922_1	WP_014683413_1	0.15845	pruned
WP_012696032_1	WP_008953154_1	0.21740	pruned
WP_012702394_1	WP_020308665_1	0.11080	pruned
WP_012703053_1	WP_007946561_1	0.32465	pruned
WP_012717497_1	WP_009992342_1	0.08616	pruned
WP_012726908_1	WP_014971160_1	0.09231	pruned
WP_012731209_1	WP_018019189_1	0.27459	pruned
WP_012739625_1	WP_015568345_1	0.11461	pruned
WP_012764480_1	WP_009634612_1	0.08829	pruned
WP_012772183_1	WP_006039583_1	0.07787	pruned
WP_012780869_1	WP_008244433_1	0.11172	pruned
WP_012783296_1	WP_015098179_1	0.06738	pruned
WP_012784451_1	WP_019435304_1	0.34392	pruned
WP_012788836_1	WP_014222788_1	0.24974	pruned
WP_012799083_1	WP_009138354_1	0.17773	pruned
WP_012800785_1	WP_017377578_1	0.50702	pruned
WP_012802179_1	WP_010148061_1	0.25604	pruned
WP_012803424_1	WP_013980860_1	0.20110	pruned
WP_012808447_1	WP_013251237_1	0.26134	pruned
WP_012823552_1	WP_011737752_1	0.56888	pruned
